Input-Output Table at Current Prices 2023 - Code,Input-Output Tables (IOTs) 2018 (Thousands of Saudi riyals) - Economic Activities (ISIC Rev. 4),"01 - Crop and animal production, hunting and related service activities",02 - Forestry and logging,03 - Fishing and aquaculture,05 - Mining of coal and lignite,06 - Extraction of crude petroleum and natural gas,07 - Mining of metal ores,08 - Other mining and quarrying activities,09 - Mining support service activities,10 - Manufacture of food products,11 - Manufacture of beverages,13 - Manufacture of textiles,14 - Manufacture of wearing apparel,15 - Manufacture of leather and related products,"16 - Manufacture of woods, wood products and cork except furniture",17 - Manufacture of paper and paper products,18 - Printing and reproduction of recorded media,19 - Manufacture of coke and refined petroleum products,20 - Manufacture of chemicals and chemical products,21 - Manufacture of basic pharmaceutical products and pharmaceutical preparations,22 - Manufacture of rubber and plastics products,23 - Manufacture of other non-metallic mineral products,24 - Manufacture of basic metals,"25 - Manufacture of fabricated metal products, except machinery and equipment","26 - Manufacture of computer, electronic and optical products",27 - Manufacture of electrical equipment,28 - Manufacture of machinery and equipment n.e.c.,"29 - Manufacture of motor vehicles, trailers and semi-trailers",30 - Manufacture of other transport equipment,31 - Manufacture of furniture,32 - Other manufacturing,33 - Repair and installation of machinery and equipment,"35 - Electricity, gas, steam and air conditioning supply","36 - Water collection, treatment and supply",37 - Sewerage,"38 - Waste collection, treatment and disposal activities; materials recovery",39 - Remediation activities and other waste management services,41 - Construction of buildings,42 - Civil engineering,43 - Specialized construction activities,45 - Wholesale and retail trade and repair of motor vehicles and motorcycles,"46 - Wholesale trade, except of motor vehicles and motorcycles","47 - Retail trade, except of motor vehicles and motorcycles",49 - Land transport and transport via pipelines,50 - Water transport,51 - Air transport,52 - Warehousing and support activities for transportation,53 - Postal and courier activities,55 - Accommodation,56 - Food and beverage service activities,58 - Publishing activities,"59 - Motion picture, video and television programme production, sound recording and music publishing activities",60 - Programming and broadcasting activities,61 - Telecommunications,"62 - Computer programming, consultancy and related activities",63 - Information service activities,"64 - Financial service activities, except insurance and pension funding","65 - Insurance, reinsurance and pension funding, except compulsory social security",66 - Activities auxiliary to financial service and insurance activities,68 - Real estate activities,69 - Legal and accounting activities,70 - Activities of head offices; management consultancy activities,71 - Architectural and engineering activities; technical testing and analysis,72 - Scientific research and development,73 - Advertising and market research,"74 - Other professional, scientific and technical activities",75 - Veterinary activities,77 - Rental and leasing activities,78 - Employment activities,"79 - Travel agency, tour operator, reservation service and related activities",80 - Security and investigation activities,81 - Services to buildings and landscape activities,"82 - Office administrative, office support and other business support activities",84 - Public administration and defence; compulsory social security,85 - Education,86 - Human health activities,87 - Residential care activities,88 - Social work activities without accommodation,"90 - Creative, arts and entertainment activities","91 - Libraries, archives, museums and other cultural activities",93 - Sports activities and amusement and recreation activities,94 - Activities of membership organizations,95 - Repair of computers and personal and household goods,96 - Other personal service activities,97 - Activities of households as employers of domestic personnel,Total Intermediate Consumption,Households final consumption expenditures,Government final consumption expenditures,Non profit institutions serving household final consumption expenditures,Final consumption expenditures,Fixed capital Formation,Change in inventories,Gross capital formation,Export of goods,Petroleum Exports,Export of services,Total Export,Final Demand,Total imports,Total Output
46,"Wholesale trade, except of motor vehicles and motorcycles",1341740.2873864723,1986.4184211441443,91905.05202830827,141.31440072853414,1504608.282510378,31247.517459284256,106858.35677168971,20177.261277588335,7106671.531720323,582302.3539656922,819895.0472420433,611050.5132881695,56280.4718485032,182540.80540110637,487924.85358270776,351709.4648391217,1890821.5179858224,5623132.278498025,339709.2175795981,705886.9038885481,1130270.140005105,1205757.940811395,1032909.6695347279,21123.79867624878,621424.9034285466,236470.73479837945,147135.3194097539,55958.20975628403,506230.24174777925,193950.57955172926,298859.6001000926,171804.46040708668,575184.4388631532,30779.644240321963,72555.17014294672,6029.1424996044725,7092457.386778412,1546850.6982891804,4034968.331746065,971988.6128407225,1570564.857122067,3012831.0096195154,372592.7031393819,119844.4783297095,130399.48455971517,218318.1892028546,54454.56965581194,2817655.5136914705,2788979.034721994,85491.27576124466,44588.1885362304,16222.16255697778,1426982.3642908034,344435.7485717185,117798.6120330403,216320.12707788617,3489.0004256841326,3728.3619839517046,1092625.7229404084,146712.78690866742,77186.61752049111,119597.66389581979,38798.24597664163,76100.21599033015,129163.73196665323,6410.989295126343,161079.10864333514,77117.71624879279,85973.13396925319,83164.50234697365,173427.82508614895,131702.089088884,1635576.0993813297,749514.9948607206,3339887.173654672,50432.99529031771,83340.77303562075,24702.18328236562,185799.26080479904,200479.74433860846,48688.43386499814,138936.3217621524,498634.2523711255,0,64509046.73752708,63781043.504256845,1502552.7823105503,29963.82795708123,65313560.114524476,29715753.231464215,2554054.7083563637,32269807.93982058,15656704.845147075,1747421.5002626535,1588975.4400622856,18993101.785472017,116576469.83981709,1026387.5773441247,180059129.00000006
47,"Retail trade, except of motor vehicles and motorcycles",1972416.8806687393,2908.3638208963016,134561.9455628445,209.05089351721554,2240780.7276613745,46843.68507714974,156121.96064493395,29827.22010650617,10355766.676789824,843712.5268506854,971529.7491535324,474980.66513998876,81988.8325918801,268967.5227034888,720569.9399378207,517295.2191376689,2803193.8554325225,8276969.414656405,497180.2822572733,1040990.691692074,1672246.2492323113,1778367.8346034524,1533086.7004561226,31510.24582000011,911890.0416192217,347394.13347468,219089.52422318704,82790.68504699574,742836.4878212593,284340.2198526858,439405.80665659613,254885.19186687164,841514.6106227434,45861.721941299744,112313.82789302424,8869.459610274962,10420344.713141793,2215056.2553880364,5886130.210123111,1685371.275834294,2317023.7534667817,4112862.210216016,464238.9656079678,146980.07303038027,162965.6985108307,307204.65910402767,50771.96281531971,4119700.658207733,4135916.2877828325,124902.78619258048,64436.1004723973,22631.640679201217,2117099.8879457675,338026.1636227128,162770.72486530355,242458.61390711114,3795.251441563954,32158.38467379369,1591061.779254315,185339.30433462543,112494.4691822983,167222.22165367394,56389.966758950584,129849.89747895794,169487.7872722904,9406.67962638491,237377.25583943212,113571.7639586571,123362.16107049737,114525.42549874437,246156.5590126057,189928.11075476534,2103618.752762687,1097015.3989518036,4834436.7569693085,74686.99023211085,120394.61443388506,38165.11772381618,265551.6423770761,288139.6042101533,45932.03580739221,201470.3408347883,719591.1866930345,0,93111240.05124167,95769275.04295048,2194682.042586509,17477.437548326416,97981434.52308534,43768232.58306178,3756964.3398579215,47525196.92291969,23074137.418379385,2625292.7113545355,2763734.205949445,28463164.33568337,173969795.78168833,4369985.832930007,262711050
49,Land transport and transport via pipelines,742645.8168910576,1347.7436335756581,46569.15828997773,102.66517696776823,1415976.6334409427,36488.60563830928,73352.53253285687,16165.280611193519,3748822.5757618085,225474.70239410555,270984.8509476677,146056.56760167988,20073.189103498367,100640.18402751812,322979.6643217783,195922.9908568451,1534441.2121170654,3488019.2223357405,161047.8856319716,468623.54688155075,893353.9934599822,885678.9865359686,928072.7183004535,23384.013291564406,694183.2525811102,245365.7394559115,143800.43753803708,67584.23663631601,279681.50547300436,105063.57502874371,218280.35106654756,161387.12152473812,273074.44967219775,25241.445120611213,50003.162702246766,3857.853938225051,5634689.770877105,2347573.212732953,1906882.6803639603,811667.1850773797,714151.0309226977,962373.8926507542,734936.5679864294,234830.83552349912,339353.2811714868,1364249.5481436218,246344.5243353499,1437155.6637586388,1255230.2494223192,65793.62473405164,24684.34754705641,17675.711008300816,1209680.5632271369,171915.6935752257,70462.68234934508,238528.8482688867,16518.51144049445,6007.3983300933405,438078.76489875175,107295.04576509795,48187.97280912827,87019.90622259978,33386.16543030343,38068.42383724925,47431.69714841702,3218.64564027578,100140.42288569194,40146.18616817029,171608.92172444897,48933.23604121496,63875.78084361604,44363.65261012603,2766795.2693862747,514059.45234681794,1575470.683167265,19653.31399063721,31171.309806220586,18419.748653194696,339776.1849292634,591777.3671067143,147862.84460773796,95835.10214088243,289568.4372620247,0,45486598.229390666,82902819.47962338,929502.73308028,5959.785567247942,83838281.99827091,22051632.921376713,1471499.8762363002,23523132.797613017,9879121.127715243,2090039.4828414738,29956307.76278865,41925468.37334537,149286883.1692293,87757617.39862,107015863.99999996
50,Water transport,118649.72745932371,203.79837989907088,7502.0677155318035,16.881351023319922,232423.1908648448,5996.72558867029,11742.379068778373,2640.292678846958,614776.5465062109,36911.33793560356,44493.86128263667,23919.625415183025,3289.830343145944,16454.66237765271,52834.37531009765,32160.755441861314,251953.6497812897,571890.3041878928,26435.57045608902,76940.4640489123,146580.69885862543,143999.82023450028,151799.2502661813,3796.875292727225,109948.054648136,39722.76225141544,23602.12498821636,11144.59438445319,45902.79660433813,17217.20568979094,35664.37916162115,26612.17636877696,44799.50399456763,4136.275828767874,8247.578491935632,633.2944500157327,889639.9978078072,345247.60603194486,307001.8127489324,132183.38584588098,118344.35627825989,147174.2102115879,73699.48195245626,29384.30851626792,43967.90589951322,182682.00542040667,16830.0836247322,227471.5916528415,205436.06817500957,9901.81266419837,3700.568751123794,2913.7713267599415,200445.26311126965,33780.1896909828,11645.974690363491,33140.310691508144,2047.677389955023,752.4018456301299,71012.92745719105,15862.73669769877,8334.411285178456,13952.534781070215,7116.689411091605,7614.955783474285,8534.501775571016,519.0428257313155,15936.656818543035,6605.644169544852,25984.928762461946,6668.363673343665,10330.346624323547,7602.901376804623,720555.344197215,116159.84895714009,328675.84616061096,3214.3548099523127,5077.400572414965,2837.676322034419,65476.37461876272,93129.4050265073,24183.575623910216,15510.12042878032,47269.242344765844,0,7590600.052539121,13398928.617577326,76471.33067912847,2026.629610698899,13477426.577867152,3581762.5171172624,241761.93935865903,3823524.4564759214,1623086.7299419604,343385.6911863586,5618684.068987881,7585156.4901162,24886107.524459273,14373084.576998398,18103622.999999996
51,Air transport,28381.90310883497,54.959771631892096,1589.525549636331,3.1818443347123107,40633.06957226494,997.6685246790006,2301.2892775324835,444.2866741976103,93654.66978237957,5785.292796906104,6855.251619146109,3690.0164607023403,497.7378679227808,2695.2420030904586,8796.399236821242,4924.425948516846,38360.55125626473,88413.4483899397,4017.368072143578,11717.505964142538,22136.32736974956,27336.441910485588,24036.950162798512,724.1463445279252,27028.804041868345,6396.083456320819,3547.684540585035,1686.4924095259298,7064.092798632342,2600.6438577722483,5380.0567755038965,5874.875096670593,15085.15766785674,1769.8135784195154,1936.833046806676,103.29639801051115,233118.51407488718,139647.79162891879,47996.521536602966,71722.23674921077,24325.493484200262,64803.440368721785,45666.460496147854,19414.933095058987,34197.662123004746,243855.4027059305,22881.449223346797,79141.58428823738,31499.639563095858,4397.330484467432,1705.4885187179643,4873.972020085486,64066.19861555234,10905.26650905974,4456.086774697574,8783.16897557864,1586.3033541560135,282.8099722683736,16409.984187543476,28353.11698034999,9930.794562052313,19897.008190302222,21071.53427999218,11062.657798399101,2650.51081200479,271.93945066969627,8029.358072476509,2592.3069168167935,38122.41892664734,5189.705743142373,3308.6099650772667,4104.065141272845,3590521.109806853,403807.37251033273,878625.6565118466,675.8757745648948,940.6591223638881,1782.2837990438543,216505.7893958542,162897.19465590344,44179.398384223394,4081.239838156569,10368.23831204109,0,7141228.076876502,21370866.24019735,11490.178546894751,213.74617080114655,21382570.164915048,539560.7226743771,36325.87206336737,575886.5947377445,243866.80163699208,51595.32163413756,17367933.74097139,17663395.86424252,39621852.62389531,10508224.700771809,36254856
52,Warehousing and support activities for transportation,110792.79800881541,823.0408265576227,6866.841260985093,11.451224413407836,120933.06806253029,2157.5875406793753,7367.225975981462,2626.4903692471053,158774.53399532888,28194.67384022542,13221.140965658267,13334.569164910035,360.1910458984539,5325.188276266198,13661.794719976473,17757.932173609697,169784.20602487697,699611.8817074813,99082.69586373577,80113.76986394767,308891.88805885264,429719.7707132146,171691.00485721475,7779.434081193653,1116755.16008285,287886.1486906776,11849.012168682504,50771.25941858306,97047.04145845278,16391.843941090316,202862.38347776627,28940.65712814612,3199.207859524417,3836.089286341937,742.9478563078162,1260.544754367936,1351350.4924497688,718184.7679642803,525367.287981361,2513116.828942893,8668619.364399921,3874293.0793435,3782360.4974224297,2711319.9799759514,5480309.235452654,2231323.231652977,523195.46615114395,367157.08201832144,835401.4458389094,11995.684219849589,6194.22554416754,310.1848562480341,9962.532300857252,2381.4725049618023,601.1436691456952,3074.342775666509,743.0088495959396,58.9617771815623,22727.57223442522,16880.14298094919,1046762.0330947369,1430920.5661964803,94362.5181844257,265085.70648748893,173348.1463446824,26781.387029687714,354261.2936004274,165890.08775959868,321693.1837622897,304708.4699877024,90640.10074962623,496155.86299532565,1840780.7602238688,9748.180854296847,1625079.3219950595,812.9265035870931,3542.3166244090453,1183.8889220234025,3759.6339042168065,8182.492230353081,91737.70280537773,79659.63317600539,1167356.1442802348,0,47549805.86376346,13944030.239333024,3056540.6491454816,24.84975854401033,17000595.73823705,607800.5356817116,16957.154719247523,624757.6904009591,131005.72195332398,16803.23236413472,2861754.7601350015,3009563.7144524604,20634917.143090468,6522893.006853923,61661830
53,Postal and courier activities,4711.557452430906,15.359256347963882,291.0397051105183,0.6166081379399669,9002.128457750987,229.9993281977647,725.9418060839422,114.47676785885135,22875.656711365646,1399.6728123638977,1737.5430897094593,902.4356455241588,125.64662932609167,5830.655729143255,10731.151082036326,2317.9655919860934,9126.005979531647,21161.875466434794,965.7171543880994,2793.627326404272,5423.240617944938,5219.758776736575,5749.303864630787,140.65372827789955,4929.297446849829,8184.999378493232,935.8002932478902,401.51349754886394,1664.12681374306,661.728803229138,3537.652790457309,1256.2251835905095,2104.792218404069,266.9325599445893,326.09334628081257,39.06027310930685,40719.107160082596,25717.196952799015,15620.598870187732,7406.240876646903,812112.3108103564,295183.8209603831,768246.4571101845,45482.743513725174,8184.997787250335,692902.3646157366,14824.531875532655,31992.088782911767,13469.525506212705,97955.10503665797,18860.562740368376,517.2310092298362,566000.2349194876,23335.3137813988,53294.08114498034,7363.457376703542,296.2039545827778,5920.054803904104,10638.771391092587,44741.60341709662,7503.398217823905,3976.928949685806,1955.4475232101433,29665.663623529992,4887.318177522326,948.392595697699,7667.681089729908,7413.366382672735,10688.37973142151,7114.245041394881,2402.5766995320882,4346.117402299817,304943.15034248255,37594.384076375514,20457.856491228988,341.8314418077763,477.8403382096692,28660.16693961821,5489.2018696806235,6130.093149419563,29540.88618069446,25373.018643090545,9678.311525474826,0,4293941.113022738,3461496.215472401,2661509.74380442,18.391783952649373,6123024.351060774,158799.52350235105,8755.88888303066,167555.4123853817,58780.98710662157,12436.39525913307,105411.71034273478,176629.09270848942,6467208.856154645,655592.9691773813,10105557.000000002
55,Accommodation,14949.801678132986,19.560424652317735,906.506919041878,2.5079196784828257,17665.074463987145,321.9009048848269,1142.7218992542507,223.17801843644375,69267.93142925113,5695.569451519048,6540.647743638955,3543.231769369309,556.244478815402,6698.920160601801,5858.269527790271,3938.9309142813336,19598.13450502752,56915.35368179485,3359.604079809008,7050.434762063542,11676.230769412377,12945.309121595554,10608.001170747846,223.52090691423194,6850.403851988959,344046.5765660492,13550.153303691503,2328.2660674929507,7461.001106303639,5106.623435896127,5729.915357286481,14088.424871149291,27331.82709709244,12733.33151149549,11150.929570408618,157.84709176390336,99629.90922512516,16274.245827108249,44035.92064634561,72525.09627744749,91335.18176982162,164216.88584791176,229358.88513113416,7156.81506026077,5211.969832085275,24432.621480469363,5750.072198073029,37247.406601918614,101221.24751055999,77398.47990932627,11241.243350068396,27211.382313179893,28737.518089035988,30093.52676992958,7470.364540071856,5271.346838433248,18388.627049395265,154.37342335435378,151210.62420083839,301844.75456114626,111401.2497178656,82885.26331583118,16261.736329170553,2811.0250347139254,13445.887225505756,2392.646377661481,26188.05719742715,9852.294624424923,55098.2642935571,56571.733890698735,25369.17481531959,41937.71041083486,4229565.055211287,94047.57405673724,247211.75311301154,7157.261863269834,2439.648378354673,6886.972011630193,161463.35989289457,99817.79494227214,36261.69686007832,7015.711628915487,10191.590886713713,0,7613934.847062536,65924671.73794739,14641.231374930458,1529.771741617377,65940842.74106394,288980.84682359983,24894.97398424008,313875.82080784,152595.88752040133,17027.29035284285,44163440.90831989,44333064.08619313,110587782.64806491,30954886.49512746,87246830.99999997
56,Food and beverage service activities,17521.088037207977,21.80803245635048,915.6544644460706,1.330873248834826,18052.03696435503,370.1332402027113,1281.0807516726418,290.93947011087346,1027631.486889495,169481.25490214262,6702.302673321481,6850.74982030588,624.896915850574,10182.47980803476,20345.42897590094,9612.384635607394,19310.75205205104,60306.264074373146,3420.4220096693407,7397.235968315669,12696.949518238916,14722.294690473214,11055.515172799993,275.56806589486933,8179.877447568002,3326.786009811388,1676.553037782977,896.1091132220187,5622.187729881871,1950.8284467346052,46508.49926824757,5161.375301095843,26807.41668202994,13057.746968059688,13513.989227610437,159.039658974903,114897.08081455056,17629.55187021821,44704.4694772754,1123894.0435630302,1893119.10809146,1846774.7306422223,102291.83260972994,37622.40063225488,32818.61277181759,61556.337392895744,1147.1684078260234,387088.8823254913,1290597.1984953424,49895.35137125453,37808.46841409454,4128.276353619265,312701.97337347304,977075.3280980071,136284.5758689241,1649.9023524265667,42.67927465323655,75.4547182861167,391728.51091673283,1673.073511044776,24847.463505948435,32306.9720106102,1885.5937794139309,5123.363836103963,18524.892525502,3834.5685085788446,38609.48210543296,7201.558197172777,170450.9461060945,55296.522124734365,36208.266543028,29463.32450595481,29510.357835066647,351236.6007137211,203219.19924130623,109829.29048697228,6348.897012205901,125274.07779355039,25090.197006155773,58218.239036024,82229.71276142758,110041.3389910674,85145.94085414999,0,12023032.283724047,76363532.92882748,82392.57479216464,89.6084386980522,76446015.11205834,278001.1045324204,40367.87154069365,318368.9760731141,331331.35421304795,16472.818201216338,13483411.32803845,13831215.500452712,90595599.58858417,13789428.87230822,88829203
58,Publishing activities,0.000338794007693333,0,2.2182940979920616e-05,18.904747974694768,19.412634263373707,1735.2896185954744,5034.365386838901,1474.2813690932164,861.5674002570534,221.37062872355435,661.7056333176084,508.4587131911853,4.720972207963764,6524.0663827650915,2091.3999544017124,6214.535804300072,943.6180719788194,104.11550648690874,8.066523992698406e-05,987.6265075325082,3028.3030547081444,499.78836589899504,1132.8132854912842,82.45159604241975,2267.9578919505175,3280.724281633102,375.206423428789,1.6886948965027687e-05,68.4109239963698,380.2932155011466,914.4359621425268,309.10180266578305,255.90348239499284,55.13037981224712,33.211164848288306,66.86869554891705,5666.312723928282,6847.985627950267,48406.22153336048,37310.640391531095,92512.14690961601,230824.33129198424,93514.27955163403,2273.841636113913,689.988433070266,19062.589109783676,5610.459093072275,2358.2407711189553,3865.342730666437,210245.7037049176,9190.532787182801,18308.62442520665,321857.0966582717,102594.32681229936,71501.3950700707,112414.54733028577,10316.750992548245,7402.765430166934,359474.1640182693,61101.56415211283,11463.12189364891,34567.4894178494,10461.776369208235,57774.05678239041,31880.1760657972,2189.012727029847,11395.568294867013,7634.001481382287,31355.611772685595,6465.278546046294,11710.181941813644,10666.261591932678,544715.401011976,1211463.9064433626,40722.504396834076,811.8071365889982,3845.539839243688,3023.1693491459964,92252.36556094809,135312.3012837174,11615.474193187572,4124.834220526567,8620.376963656141,0,4157576.1087855212,3113881.8063467927,0,612.2715478120745,3114494.0778946048,6933178.8248764975,48986.44846119031,6982165.273337688,21580.74261333792,0,91994.31616079363,113575.05877413155,10210234.410006424,1207489.5187919452,13160321
59,"Motion picture, video and television programme production, sound recording and music publishing activities",0.528328304149959,0.00769985196631106,0.014620366689068373,0.21345984115943242,1.2535408481494736,0.020471473124993957,2.942686686676294,0.14611962000520196,10.304750720848041,2.647258430700933,7.915907334350461,6.151107401554962,0.05071149872202815,96.5215928875725,62.37940930918237,125.83223676837456,11.526670118443242,0.19546047918401793,0,11.810706224480699,36.216087427396346,5.976803240640111,13.54694434459492,0.9860117719167188,27.104606208449802,37.18482734619771,4.4023945391371,0.0013928176843891929,0.8447133842753753,4.823904517402373,11.015984370572674,20.938008456225077,33.76010418621659,0.5091584131242559,0.38956068155933493,0.7499687454535123,94.74580922775917,87.215838824233,604.3288552724291,84772.27094308895,1159.8064710246917,2788.006328617968,4418.466160769238,25.73166374079585,0.04287007703985734,1028.8393159733062,110.49367958939042,90.96557041840776,63.15041461970989,3685.5262463355075,43388.037372100895,468328.4970417983,619922.2291930754,94511.10439977849,20550.072884050303,1568.4149150718417,180.9028236056089,89.46951286840377,4572.373520472875,666.8914321237281,115.5735982163577,674.7783140037344,16106.859859077067,1272.0719717383101,10601.079564829628,1880.2944509108095,107.13963744996252,67.87317708309557,373.6026244953312,77.33497854640744,157.61230676534095,133.65999939896324,706187.6694610631,1375.646159406429,672.3432882998919,20.16133210588154,46.09786826773527,16270.87526343971,24527.289975983396,66418.3450222843,14122.564289105358,49.919216081830626,103.1575750963635,0,2214608.4464047905,1462260.5772105458,0,0.18065481110494536,1462260.7578653567,284168.9447617724,1506.6760799273538,285675.6208416997,108.79192626581248,0,8155.385821868833,8264.177748134645,1756200.5564551912,25330.00285998169,3945479
60,Programming and broadcasting activities,0,0,0,0,134.7109332971965,3.393222501188829,19.00204600665744,2.7145780009510627,0,0,0,0,0,0,0,0,249.61859620558593,157.41184308121063,0,0,0,0,0,0,0,2106.1732064879056,115.0302427903013,426.52806839943577,6.107800502139892,44.11189251545477,291.4778128521204,186.69953029636306,0,0,14.83935800463438,2.7422481137638037,48737.14592826874,5344.754108110363,15671.258799490486,9284.73538037364,0,0,1682.2232599199087,370.87938227088415,686.6341195141448,1306.5442889562305,335.39825367217304,268.1434749409647,543.2402995017917,4578.226232091891,5525.759684136754,68193.54080097035,870463.4282875188,38560.10412313234,9476.298376461587,0,0,0,459.2329193215657,497.07247821024356,514.5044523117368,649.9075867582206,2036.599863007136,232539.6659102684,1284.9953465766953,308.6265833368194,1275.145006025322,2552.5919972312,2062.67462036256,15.410500648374688,827.3036222510115,1190.0200836722743,74831.07419500213,377.2195573751214,16265.344369250723,2640.9450726752652,1373.237146231119,11597.68983936424,8798.040741059955,14617.034354127623,2529.1293880750964,262.97474384213416,84.15191802948294,0,1464379.4684734002,1147455.5487493277,848116.6640395316,0,1995572.2127888591,1100555.7735984935,0,1100555.7735984935,0,0,15658.978135782394,15658.978135782394,3111786.964523135,594774.4329965358,3981392
61,Telecommunications,2895.3861915738357,16.808708359800008,230.64173827480653,0.5995716506585531,10654.218073143804,125.70532940849066,1026.9801181709452,169.9954353681889,43082.410910188904,3352.1688927725627,7107.269000133312,56451.37758097664,1268.3462046380653,55498.57390284001,32023.210364857012,8473.846581229764,10347.56369773296,16940.56024400826,771.0038327549572,2020.313912808299,10601.363842816596,99763.21409843062,10491.735727822357,1403.2921172241504,34891.650709080976,47895.85351253522,3789.4532353447466,5585.576479699725,9364.044490610488,4731.053743536769,32469.995854350098,60219.9284938542,6159.7441943208305,3840.7382904284523,1390.0516421967761,940.4353883304481,2212954.028714091,505523.75919531175,1334850.2029875468,133727.65635084885,155254.989461642,173683.80220141137,372170.67056059995,78673.79287573768,147671.33860867433,1838665.3036844737,140949.7733405439,75576.26505684922,30189.727915206953,253104.36488584615,65478.84533921031,80474.49327691301,7536822.281610129,2187643.33687963,1731882.3129058522,2053268.714166867,3450422.4303493854,101633.9299275876,6969127.542256444,26187.8657457219,32449.541194423276,109367.9137806179,188115.90318655575,862162.4438086982,80896.13814505805,16461.747835313938,54270.583914852956,43207.09552097592,143818.18935972013,201772.20652597523,47900.96820965383,95719.73675194477,16433124.802247657,8064672.159964188,4882669.715577651,24551.787618412796,8935.552057597642,58318.03994802859,424050.6637621549,943775.696388074,229572.847860614,42790.554190943614,32188.115109777966,0,65262724.943366885,68200818.13274199,655810.7223823407,0,68856628.85512434,9175829.860825155,0,9175829.860825155,0,0,7686627.801682202,7686627.801682202,85719086.51763171,7719208.460998589,143262603
62,"Computer programming, consultancy and related activities",115.45931858202368,0,7.559836335727741,0,188.81706325217152,5.058583988792746,30.24665179737332,5.00820810547014,6.872578487025218,2.0617735461075655,2.7490313948100873,7.55983633572774,49.482565106581575,284.8930706201835,1816.5444418069958,228.31401084526112,99.73522696298596,78.27768848354253,27.490313948100876,2.061773546107566,5.4980627896201755,5.498062789620175,9.621609881835306,0,19.93047761237314,2308.489507103654,128.46520682177174,464.97731627519784,7.325961436928671,50.695223976443394,322.3117506944125,161.8061528312903,4.810804940917652,2.0617735461075655,15.222027480962904,2.8960586760399676,49636.60248827531,4684.5409437405915,22639.384028386587,188.308650544491,1017.0023837837634,7622.516059361871,6387.9212368123535,35.737408132531144,25851.20397894536,46886.935193250014,25464.965067974543,287.501241794622,1124.8594408082442,12702.171713522279,557.1800840389694,46666.175591661085,887104.7999051935,33825.99508091786,14458.915196729895,56139.17224288856,16988.573198896614,118.70289049485324,65.97675347544208,9510.947942757359,3013.1960808683225,33204.417811723455,27783.067485036354,226840.26211351133,6010.008931131258,4.794403465965903,895.211085264418,2686.8912352508523,1773.9541559840548,153.06578292997932,2301.8497266685426,5635.304458740968,15911751.54956682,404160.2714756575,165880.33210842425,3820.2609964731587,1494.6554295614778,10565.662255159581,1114238.0277780774,2029424.2311686752,26328.3909374008,325.0067685357807,105.21173974516628,0,21254829.514187496,1387212.7156290675,913263.2761327126,0,2300475.9917617803,28880900.696577158,0,28880900.696577158,0,0,161393.34951033827,161393.34951033827,31342770.037849277,4105759.552036769,48491840.00000001
63,Information service activities,26.650882983083797,0,1.7449982905590586,0,28.02033854280706,0.2721994439844294,15.108669136323844,1.4404977073325236,641.4014397777952,476.64806707953153,145.48221658603197,575.0000466603399,11.499473304682159,126.91113199287985,102.82808449328252,861.1037055548768,14121.113152398379,4578.155668794089,6.345448329305667,0.47590862469792505,1.5380160944784012,39.914517298776005,274.79117115006284,1.757392375734813,1116.473456864534,398.87668158483524,24.2314136371052,1.365352532811774,5.303812666419997,22.40494000301407,16.780290114928036,2257.4828678216545,102.52192993101251,2.2357915688423824,117.95827873434762,20.49484831190533,355683.5471686972,64468.65362408236,6905.17412323231,55317.334894459724,32160.80475491861,34817.31769020261,44917.44576183232,12815.321131084858,63524.539060066556,47021.83675714054,18027.600092321132,4182.597797572877,3023.44685406545,52193.88951821688,16234.224575495935,93564.34305212807,1539206.0618671007,71021.46766599854,43268.8186272796,5917.61367950883,7663.956659974597,121.8259649767317,411073.2277632848,2143.9813723234547,15914.039721710065,26887.135114668097,11627.043124328931,703955.8033918559,6019.7737950472965,3129.0629000628373,20260.940468639215,20555.66724491886,22841.494314065174,1098.9760644615774,11560.882398011112,2638.5300881014,3509680.6130167125,120122.61939046657,255225.4866530393,435.34920011277865,52.13915202454273,3274.2294278936115,437225.8902931726,580849.1361279231,10612.82728084853,119.4071343397843,378.1456781721454,0,8775864.555126932,126804.9351839704,228789.80836213846,0,355594.7435461089,9767702.23149008,0,9767702.23149008,0,0,12605.38877993734,12605.38877993734,10135902.363816125,1046552.9189430567,17865214
